date,rain,tmax,tmin
24-08-1952,0,31.87999916,23.89999962
25-08-1952,0,31.05999947,23.61000061
26-08-1952,0,30.15999985,23.20000076
27-08-1952,0,30.01000023,22.76000023
28-08-1952,0,31.25,22.75
29-08-1952,0,31.09000015,22.34000015
30-08-1952,0,31.11000061,22.27000046
31-08-1952,0,31.52000046,22.22999954
01-09-1952,0,30.89999962,23.18000031
02-09-1952,0,31.01000023,23.12000084
03-09-1952,0,31.01000023,23
04-09-1952,0,30.96999931,23.01000023
05-09-1952,0,30.94000053,22.95000076
06-09-1952,0,31.04999924,23
07-09-1952,0,30.98999977,22.84000015
08-09-1952,0,30.95999908,22.70000076
09-09-1952,0,31.23999977,22.62999916
10-09-1952,0,31.27000046,22.65999985
11-09-1952,0,31.53000069,22.76000023
12-09-1952,0,31.78000069,22.77000046
13-09-1952,0,31.82999992,22.81999969
14-09-1952,0,32.15000153,22.86000061
15-09-1952,0,32.00999832,22.73999977
16-09-1952,0,32.25,22.70999908
17-09-1952,0,32.34000015,22.51000023
18-09-1952,0,32.66999817,22.59000015
19-09-1952,0,32.75,22.54000092
20-09-1952,0,32.93000031,22.52000046
21-09-1952,1.126146317,33.25,22.61000061
22-09-1952,0,33.40999985,22.77000046
23-09-1952,0,33.66999817,22.63999939
24-09-1952,0.261186749,33.63999939,22.48999977
25-09-1952,2.545596838,33.41999817,22.45000076
26-09-1952,0,33.61999893,22.28000069
27-09-1952,0,33.77000046,22.06999969
28-09-1952,0,33.88000107,22.36000061
29-09-1952,0,34.09000015,22.37999916
30-09-1952,0,34.27000046,22.36000061
01-10-1952,0,36.47999954,23.84000015
02-10-1952,0,37.43000031,23.71999931
03-10-1952,0,38.11000061,24.15999985
04-10-1952,0,37.90000153,23.72999954
05-10-1952,0,37.47000122,23.22999954
06-10-1952,0,38.02000046,23.46999931
07-10-1952,0,37.43000031,24.05999947
08-10-1952,0,36.72000122,23.61000061
09-10-1952,0,35.79999924,22.68000031
10-10-1952,0,36.56999969,21.30999947
11-10-1952,0,36.61999893,22.09000015
